order_time,order_id,order_date,allot_time,accept_time,pickup_time,delivered_time,rider_id,first_mile_distance,last_mile_distance,alloted_orders,delivered_orders,cancelled,undelivered_orders,lifetime_order_count,reassignment_method,reassignment_reason,reassigned_order,session_time,cancelled_time
2021-02-06 08:40:20,126706,2021-02-06 00:00:00,2021-02-06 08:41:24,2021-02-06 08:41:31,2021-02-06 09:06:25,2021-02-06 09:18:51,1672,1.0679,3.8,300.0,297.0,0,3.0,1243.0,,,,181.41666666666663,
2021-02-06 08:40:20,126707,2021-02-06 00:00:00,2021-02-06 08:40:23,2021-02-06 08:42:27,2021-02-06 08:57:34,2021-02-06 09:04:56,1852,1.0243,0.5,90.0,89.0,0,1.0,1044.0,,,,198.13333333333333,
2021-02-06 08:40:21,126708,2021-02-06 00:00:00,2021-02-06 08:41:20,2021-02-06 08:42:23,2021-02-06 09:00:32,2021-02-06 09:09:18,9131,2.3328,0.89,8.0,8.0,0,0.0,831.0,,,,187.5,
2021-02-06 08:40:21,126709,2021-02-06 00:00:00,2021-02-06 08:40:43,2021-02-06 08:40:56,2021-02-06 09:07:59,2021-02-06 09:26:47,12909,2.3824,1.45,36.0,36.0,0,0.0,143.0,,,,190.35,
2021-02-06 08:40:22,126710,2021-02-06 00:00:00,2021-02-06 08:40:23,2021-02-06 08:40:38,2021-02-06 08:51:02,2021-02-06 09:17:30,11425,0.9038,3.77,255.0,255.0,0,0.0,370.0,,,,131.96666666666667,
2021-02-06 08:40:22,126711,2021-02-06 00:00:00,2021-02-06 08:40:26,2021-02-06 08:40:52,2021-02-06 08:55:20,2021-02-06 08:59:44,13137,0.0473906890036,0.38,7.0,7.0,0,0.0,700.0,,,,0.45,
2021-02-06 08:40:23,126712,2021-02-06 00:00:00,2021-02-06 08:40:24,2021-02-06 08:41:00,2021-02-06 09:03:23,2021-02-06 09:23:51,1107,1.1317,7.71,130.0,128.0,0,2.0,848.0,,,,129.78333333333333,
2021-02-06 08:40:24,126713,2021-02-06 00:00:00,2021-02-06 08:41:06,2021-02-06 08:53:41,2021-02-06 09:00:07,2021-02-06 09:58:45,832,0.8788,1.78,18.0,18.0,0,0.0,71.0,,,,190.4,
2021-02-06 08:40:26,126715,2021-02-06 00:00:00,2021-02-06 08:41:29,2021-02-06 08:43:57,2021-02-06 08:59:43,2021-02-06 09:17:06,2066,0.9699,1.61,40.0,40.0,0,0.0,91.0,,,,190.4333333333333,
2021-02-06 08:40:26,126714,2021-02-06 00:00:00,2021-02-06 08:40:27,2021-02-06 08:40:54,2021-02-06 08:46:55,2021-02-06 09:04:00,972,0.0368438252975,4.22,,,0,,55.0,,,,118.91666666666669,
2021-02-06 08:40:28,126717,2021-02-06 00:00:00,2021-02-06 08:40:54,2021-02-06 08:42:32,2021-02-06 09:08:30,2021-02-06 09:23:23,13138,1.0433,2.26,78.0,76.0,0,2.0,752.0,,,,233.28333333333333,
2021-02-06 08:40:28,126718,2021-02-06 00:00:00,2021-02-06 08:40:58,2021-02-06 08:45:29,2021-02-06 08:56:36,2021-02-06 09:04:39,1043,0.9452,0.73,76.0,76.0,0,0.0,149.0,,,,139.18333333333334,
2021-02-06 08:40:28,126716,2021-02-06 00:00:00,2021-02-06 08:40:29,2021-02-06 08:41:00,2021-02-06 08:58:10,2021-02-06 09:10:42,12898,1.1828,2.88,7.0,7.0,0,0.0,66.0,,,,130.46666666666667,
2021-02-06 08:40:30,126719,2021-02-06 00:00:00,2021-02-06 08:40:31,2021-02-06 08:40:40,2021-02-06 08:47:40,2021-02-06 09:01:12,8696,1.6862,1.98,132.0,131.0,0,1.0,252.0,,,,175.68333333333334,
2021-02-06 08:40:30,126720,2021-02-06 00:00:00,2021-02-06 08:41:40,2021-02-06 08:42:33,2021-02-06 08:52:14,2021-02-06 09:03:32,3767,0.015833431833,3.17,14.0,12.0,0,2.0,142.0,,,,73.3,
2021-02-06 08:40:30,126721,2021-02-06 00:00:00,2021-02-06 08:41:29,2021-02-06 08:42:52,2021-02-06 08:56:56,2021-02-06 09:20:22,7137,3.5411,1.89,233.0,230.0,0,3.0,309.0,,,,147.86666666666667,
2021-02-06 08:40:30,126722,2021-02-06 00:00:00,2021-02-06 08:40:48,2021-02-06 08:41:04,2021-02-06 09:06:26,2021-02-06 09:16:55,1878,0.6476,2.46,233.0,232.0,0,1.0,501.0,,,,164.95,
2021-02-06 08:40:30,126723,2021-02-06 00:00:00,2021-02-06 08:40:31,2021-02-06 08:42:33,2021-02-06 09:00:52,2021-02-06 09:21:13,2038,2.205,2.44,145.0,145.0,0,0.0,837.0,,,,176.23333333333332,
2021-02-06 08:40:31,126724,2021-02-06 00:00:00,2021-02-06 08:40:46,2021-02-06 08:42:20,2021-02-06 08:47:57,2021-02-06 08:52:45,8873,0.3788,0.18,25.0,25.0,0,0.0,1124.0,,,,130.51666666666668,
2021-02-06 08:40:31,126725,2021-02-06 00:00:00,2021-02-06 08:40:32,2021-02-06 08:40:55,2021-02-06 08:47:43,2021-02-06 08:54:31,13008,2.4331,2.27,,,0,,11.0,,,,73.28333333333333,
2021-02-06 08:40:31,126726,2021-02-06 00:00:00,2021-02-06 08:40:32,2021-02-06 08:40:43,2021-02-06 08:53:21,2021-02-06 08:59:09,13139,1.5402,1.33,30.0,29.0,0,1.0,41.0,,,,116.65,
2021-02-06 08:40:32,126727,2021-02-06 00:00:00,2021-02-06 08:41:44,2021-02-06 08:41:51,2021-02-06 08:44:40,2021-02-06 08:59:55,549,0.7003,6.57,236.0,234.0,0,2.0,927.0,,,,129.26666666666668,
2021-02-06 08:40:32,126728,2021-02-06 00:00:00,2021-02-06 08:41:29,2021-02-06 08:41:43,2021-02-06 08:56:24,2021-02-06 09:17:28,2081,1.6209,5.64,176.0,175.0,0,1.0,1028.0,,,,6.533333333333333,
2021-02-06 08:40:35,126730,2021-02-06 00:00:00,2021-02-06 08:42:10,2021-02-06 08:42:21,2021-02-06 08:57:44,2021-02-06 09:16:02,6328,2.6234,5.58,190.0,189.0,0,1.0,1049.0,,,,187.21666666666667,
2021-02-06 08:40:35,126731,2021-02-06 00:00:00,2021-02-06 08:40:37,2021-02-06 08:41:00,2021-02-06 08:54:03,2021-02-06 09:03:41,9190,0.5307,0.15,17.0,16.0,0,1.0,122.0,,,,138.01666666666665,
2021-02-06 08:40:35,126729,2021-02-06 00:00:00,2021-02-06 08:40:36,2021-02-06 08:41:38,2021-02-06 08:44:19,2021-02-06 08:48:30,2086,0.3821,1.08,17.0,17.0,0,0.0,297.0,,,,333.33333333333337,
2021-02-06 08:40:36,126732,2021-02-06 00:00:00,2021-02-06 08:41:41,2021-02-06 08:42:10,2021-02-06 08:49:45,2021-02-06 09:04:31,10875,1.5914,1.17,141.0,139.0,0,2.0,2177.0,,,,294.68333333333334,
2021-02-06 08:40:36,126733,2021-02-06 00:00:00,2021-02-06 08:40:37,2021-02-06 08:40:41,2021-02-06 08:46:56,2021-02-06 08:57:17,1192,2.8115,2.88,170.0,170.0,0,0.0,704.0,,,,162.9,
2021-02-06 08:40:36,126734,2021-02-06 00:00:00,2021-02-06 08:40:46,2021-02-06 08:41:30,2021-02-06 08:52:18,,8688,1.3272,2.79,57.0,55.0,1,2.0,441.0,,,,362.76666666666665,2021-02-06 09:13:28
2021-02-06 08:40:36,126735,2021-02-06 00:00:00,2021-02-06 08:40:41,2021-02-06 08:42:35,2021-02-06 08:50:20,2021-02-06 08:57:29,11359,2.2625,0.98,11.0,11.0,0,0.0,618.0,,,,171.46666666666667,
2021-02-06 08:40:39,126736,2021-02-06 00:00:00,2021-02-06 08:41:52,2021-02-06 08:42:17,2021-02-06 08:57:24,2021-02-06 09:02:22,8873,1.1403,0.93,25.0,25.0,0,0.0,1124.0,,,,130.65,
2021-02-06 08:40:40,126737,2021-02-06 00:00:00,2021-02-06 08:41:36,2021-02-06 08:45:15,2021-02-06 08:59:34,2021-02-06 09:21:25,2506,0.8464,5.25,,,0,,32.0,,,,171.76666666666665,
2021-02-06 08:40:43,126738,2021-02-06 00:00:00,2021-02-06 08:41:07,2021-02-06 08:42:15,2021-02-06 08:56:01,2021-02-06 09:01:00,3393,2.7187,2.16,177.0,176.0,0,1.0,1306.0,,,,245.7,
2021-02-06 08:40:43,126739,2021-02-06 00:00:00,2021-02-06 08:41:26,2021-02-06 08:44:51,2021-02-06 08:56:23,2021-02-06 09:10:20,933,1.0495,1.31,63.0,63.0,0,0.0,337.0,,,,150.66666666666666,
2021-02-06 08:40:44,126740,2021-02-06 00:00:00,2021-02-06 08:41:14,2021-02-06 08:41:25,2021-02-06 08:52:49,2021-02-06 09:09:25,3149,0.5653,1.73,11.0,11.0,0,0.0,62.0,,,,96.2,
2021-02-06 08:40:44,126741,2021-02-06 00:00:00,2021-02-06 08:41:28,2021-02-06 08:41:47,2021-02-06 09:01:16,2021-02-06 09:07:58,1578,0.5389,1.69,221.0,220.0,0,1.0,2129.0,,,,209.2333333333333,
2021-02-06 08:40:45,126742,2021-02-06 00:00:00,2021-02-06 08:41:24,2021-02-06 08:41:34,2021-02-06 08:49:23,2021-02-06 09:01:20,967,0.3434,1.14,45.0,45.0,0,0.0,87.0,,,,158.91666666666666,
2021-02-06 08:40:46,126743,2021-02-06 00:00:00,2021-02-06 08:40:46,2021-02-06 08:41:54,2021-02-06 08:48:04,2021-02-06 09:00:51,9141,1.6397,6.12,88.0,88.0,0,0.0,342.0,,,,310.76666666666665,
2021-02-06 08:40:47,126746,2021-02-06 00:00:00,2021-02-06 08:41:37,2021-02-06 08:42:26,2021-02-06 08:55:49,2021-02-06 09:13:23,9248,1.2566,4.04,18.0,18.0,0,0.0,200.0,,,,129.25,
2021-02-06 08:40:47,126745,2021-02-06 00:00:00,2021-02-06 08:41:18,2021-02-06 08:41:32,2021-02-06 09:11:20,2021-02-06 09:25:21,3079,1.951,3.5,28.0,27.0,0,1.0,71.0,,,,76.21666666666667,
2021-02-06 08:40:47,126744,2021-02-06 00:00:00,2021-02-06 08:41:30,2021-02-06 08:43:13,2021-02-06 08:54:09,2021-02-06 09:01:43,6580,1.1436,1.9,179.0,179.0,0,0.0,2293.0,,,,183.45,
2021-02-06 08:40:48,126747,2021-02-06 00:00:00,2021-02-06 08:49:31,2021-02-06 08:50:35,2021-02-06 08:58:12,2021-02-06 09:12:20,11743,2.2095,4.84,89.0,89.0,0,0.0,2432.0,,,,310.1,
2021-02-06 08:40:49,126748,2021-02-06 00:00:00,2021-02-06 08:41:51,2021-02-06 08:42:06,2021-02-06 08:48:59,2021-02-06 08:59:52,11062,2.1059,3.5,274.0,274.0,0,0.0,586.0,,,,130.81666666666666,
2021-02-06 08:40:49,126749,2021-02-06 00:00:00,2021-02-06 08:41:36,2021-02-06 08:42:11,2021-02-06 08:58:45,2021-02-06 09:13:55,13089,1.5092,1.87,78.0,78.0,0,0.0,173.0,,,,37.75,
2021-02-06 08:40:50,126750,2021-02-06 00:00:00,2021-02-06 08:40:51,2021-02-06 08:40:58,2021-02-06 08:51:23,2021-02-06 09:05:35,308,2.4736,1.54,275.0,274.0,0,1.0,1715.0,,,,221.1,
2021-02-06 08:40:50,126751,2021-02-06 00:00:00,2021-02-06 08:40:52,2021-02-06 08:41:56,2021-02-06 08:47:40,2021-02-06 09:10:54,847,1.0311,5.28,54.0,54.0,0,0.0,304.0,,,,190.83333333333331,
2021-02-06 08:40:50,126752,2021-02-06 00:00:00,2021-02-06 08:40:52,2021-02-06 08:42:52,2021-02-06 08:53:50,2021-02-06 09:10:39,11438,2.162,3.15,49.0,49.0,0,0.0,1088.0,,,,282.35,
2021-02-06 08:40:52,126753,2021-02-06 00:00:00,2021-02-06 08:41:33,2021-02-06 08:42:21,2021-02-06 08:53:54,2021-02-06 09:19:40,8634,0.9501,5.5,57.0,56.0,0,1.0,85.0,,,,42.03333333333333,
2021-02-06 08:40:53,126754,2021-02-06 00:00:00,2021-02-06 08:41:22,2021-02-06 08:43:54,2021-02-06 08:53:57,2021-02-06 09:06:19,932,2.808,3.53,22.0,22.0,0,0.0,43.0,,,,190.88333333333333,
2021-02-06 08:40:54,126755,2021-02-06 00:00:00,2021-02-06 08:43:07,2021-02-06 08:43:16,2021-02-06 08:47:56,2021-02-06 09:01:36,119,1.6443,6.42,184.0,183.0,0,1.0,2443.0,,,,130.68333333333334,
2021-02-06 08:40:55,126756,2021-02-06 00:00:00,2021-02-06 08:50:05,2021-02-06 08:50:12,2021-02-06 08:57:55,2021-02-06 09:14:13,13140,1.091,1.23,66.0,66.0,0,0.0,1954.0,auto,Reassign,1.0,164.31666666666666,
2021-02-06 08:40:59,126757,2021-02-06 00:00:00,2021-02-06 08:41:01,2021-02-06 08:41:57,2021-02-06 08:59:29,2021-02-06 09:13:56,3519,0.3259,1.42,53.0,53.0,0,0.0,676.0,,,,190.9833333333333,
2021-02-06 08:41:00,126758,2021-02-06 00:00:00,2021-02-06 08:41:44,2021-02-06 08:42:57,2021-02-06 09:08:27,2021-02-06 09:24:43,7678,1.2001,4.58,16.0,16.0,0,0.0,100.0,,,,173.01666666666668,
2021-02-06 08:41:01,126759,2021-02-06 00:00:00,2021-02-06 08:57:39,2021-02-06 08:57:47,2021-02-06 09:06:28,2021-02-06 09:18:10,6473,2.686,1.89,137.0,136.0,0,1.0,1103.0,auto,Auto Reassignment basis Inaction. coreengine.tasks.repush_order_to_aa_bucket,1.0,179.41666666666666,
2021-02-06 08:41:02,126760,2021-02-06 00:00:00,2021-02-06 08:43:38,2021-02-06 08:44:51,2021-02-06 08:52:26,2021-02-06 09:04:29,11385,1.364,2.11,63.0,62.0,0,1.0,169.0,,,,131.03333333333333,
2021-02-06 08:41:03,126761,2021-02-06 00:00:00,2021-02-06 08:42:12,2021-02-06 08:43:42,2021-02-06 09:12:14,2021-02-06 09:36:25,3309,1.2194,5.16,138.0,138.0,0,0.0,3060.0,,,,324.8,
2021-02-06 08:41:05,126762,2021-02-06 00:00:00,2021-02-06 08:41:22,2021-02-06 08:43:04,2021-02-06 09:06:34,2021-02-06 09:13:08,297,0.078305739126,2.06,62.0,62.0,0,0.0,93.0,,,,179.58333333333334,
2021-02-06 08:41:06,126763,2021-02-06 00:00:00,2021-02-06 08:41:35,2021-02-06 08:43:06,2021-02-06 09:03:09,2021-02-06 09:24:59,149,1.4951,4.12,76.0,75.0,0,1.0,3467.0,,,,190.46666666666667,
2021-02-06 08:41:06,126764,2021-02-06 00:00:00,2021-02-06 08:41:18,2021-02-06 08:41:23,2021-02-06 08:55:57,2021-02-06 09:04:43,2076,2.2904,1.26,86.0,84.0,0,2.0,691.0,,,,125.93333333333334,
2021-02-06 08:41:06,126765,2021-02-06 00:00:00,2021-02-06 08:41:07,2021-02-06 08:41:31,2021-02-06 08:55:32,2021-02-06 09:15:15,3358,1.4114,4.27,2.0,2.0,0,0.0,67.0,,,,56.016666666666666,
2021-02-06 08:41:07,126766,2021-02-06 00:00:00,2021-02-06 08:41:51,2021-02-06 08:42:42,2021-02-06 08:49:57,2021-02-06 08:56:40,196,1.2554,2.45,94.0,94.0,0,0.0,2660.0,,,,159.58333333333334,
2021-02-06 08:41:08,126768,2021-02-06 00:00:00,2021-02-06 08:41:50,2021-02-06 08:41:56,2021-02-06 09:08:19,2021-02-06 09:17:42,596,1.5079,1.16,57.0,57.0,0,0.0,1097.0,,,,86.06666666666666,
2021-02-06 08:41:08,126767,2021-02-06 00:00:00,2021-02-06 08:41:37,2021-02-06 08:42:28,2021-02-06 08:58:19,2021-02-06 09:11:40,8939,0.7253,3.66,155.0,155.0,0,0.0,309.0,,,,83.48333333333333,
2021-02-06 08:41:09,126769,2021-02-06 00:00:00,2021-02-06 08:42:00,2021-02-06 08:42:19,2021-02-06 08:48:46,2021-02-06 09:03:42,3234,0.119462408496,1.65,74.0,71.0,0,3.0,121.0,,,,2.4166666666666665,
2021-02-06 08:41:10,126771,2021-02-06 00:00:00,2021-02-06 08:42:00,2021-02-06 08:42:58,2021-02-06 08:53:08,2021-02-06 08:57:29,12790,0.4409,0.42,11.0,11.0,0,0.0,73.0,,,,123.43333333333334,
2021-02-06 08:41:10,126770,2021-02-06 00:00:00,2021-02-06 08:41:44,2021-02-06 08:41:50,2021-02-06 08:58:56,2021-02-06 09:11:38,2228,0.070402508949,2.53,250.0,247.0,0,3.0,356.0,,,,186.31666666666663,
2021-02-06 08:41:11,126773,2021-02-06 00:00:00,2021-02-06 08:41:12,2021-02-06 08:41:37,2021-02-06 09:01:21,2021-02-06 09:09:17,13141,0.5514,1.65,105.0,105.0,0,0.0,1549.0,,,,91.16666666666669,
2021-02-06 08:41:11,126772,2021-02-06 00:00:00,2021-02-06 08:41:25,2021-02-06 08:45:20,2021-02-06 08:59:42,2021-02-06 09:13:05,2820,1.3744,2.5,121.0,120.0,0,1.0,783.0,,,,121.85,
2021-02-06 08:41:12,126774,2021-02-06 00:00:00,2021-02-06 08:47:41,2021-02-06 08:49:09,2021-02-06 09:15:26,2021-02-06 09:26:34,2312,2.3108,2.33,15.0,15.0,0,0.0,70.0,,,,134.68333333333334,
2021-02-06 08:41:14,126775,2021-02-06 00:00:00,2021-02-06 08:41:22,2021-02-06 08:41:32,2021-02-06 09:09:44,2021-02-06 09:20:16,11558,1.3847,3.8,146.0,145.0,0,1.0,167.0,,,,95.16666666666669,
2021-02-06 08:41:14,126776,2021-02-06 00:00:00,2021-02-06 08:41:54,2021-02-06 08:43:05,2021-02-06 09:08:42,2021-02-06 09:32:38,12640,2.388,2.51,24.0,24.0,0,0.0,1848.0,,,,130.9,
2021-02-06 08:41:14,126777,2021-02-06 00:00:00,2021-02-06 08:43:05,2021-02-06 08:43:24,2021-02-06 08:52:03,2021-02-06 09:14:47,11485,2.1983,5.73,70.0,70.0,0,0.0,1914.0,,,,363.1666666666667,
2021-02-06 08:41:16,126778,2021-02-06 00:00:00,2021-02-06 08:43:10,2021-02-06 08:43:33,2021-02-06 08:59:54,2021-02-06 09:17:22,11219,2.1768,2.78,172.0,172.0,0,0.0,226.0,,,,137.66666666666666,
2021-02-06 08:41:17,126779,2021-02-06 00:00:00,2021-02-06 08:41:18,2021-02-06 08:41:24,2021-02-06 08:56:38,2021-02-06 09:33:21,11200,2.0196,3.86,183.0,182.0,0,1.0,1040.0,,,,106.65,
2021-02-06 08:41:17,126780,2021-02-06 00:00:00,2021-02-06 08:41:18,2021-02-06 08:41:26,2021-02-06 08:51:21,2021-02-06 08:57:29,1424,2.5758,1.84,324.0,322.0,0,2.0,519.0,,,,176.3,
2021-02-06 08:41:18,126781,2021-02-06 00:00:00,2021-02-06 08:41:20,2021-02-06 08:41:27,2021-02-06 08:47:53,2021-02-06 08:58:31,3399,0.0209006478311,1.93,67.0,67.0,0,0.0,728.0,,,,73.66666666666667,
2021-02-06 08:41:18,126782,2021-02-06 00:00:00,2021-02-06 08:41:54,2021-02-06 08:42:51,2021-02-06 09:09:02,2021-02-06 09:24:58,11295,0.0567950370493,1.96,19.0,19.0,0,0.0,62.0,,,,173.85,
2021-02-06 08:41:19,126783,2021-02-06 00:00:00,2021-02-06 08:41:21,2021-02-06 08:43:59,2021-02-06 08:52:45,2021-02-06 09:00:23,9008,0.6461,1.62,56.0,56.0,0,0.0,1707.0,,,,310.5666666666667,
2021-02-06 08:41:20,126784,2021-02-06 00:00:00,2021-02-06 08:41:24,2021-02-06 08:41:38,2021-02-06 08:49:00,2021-02-06 08:56:52,2475,0.136352736511,0.74,269.0,267.0,0,2.0,347.0,,,,129.01666666666668,
2021-02-06 08:41:20,126785,2021-02-06 00:00:00,2021-02-06 08:42:09,2021-02-06 08:43:52,2021-02-06 08:53:49,2021-02-06 09:10:53,13072,0.7628,4.41,36.0,34.0,0,2.0,571.0,,,,47.23333333333333,
2021-02-06 08:41:22,126786,2021-02-06 00:00:00,2021-02-06 08:41:23,2021-02-06 08:42:17,2021-02-06 08:56:13,2021-02-06 09:02:34,384,1.5078,3.19,135.0,135.0,0,0.0,227.0,,,,191.36666666666667,
